"FieldName","ValidationStatus","ClassName","LineContent","LineNo","FilePath","RepoName"
"merchantcontext.merchant","NOT_IN_CONVENTIONS","MegaJsonToElavonMessageMapper","final int supportedEMV3DSSchemesSize = request.merchantContext().merchant()","1080","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/MegaJsonToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchant.supportedemv3dsschemes","VALID","MegaJsonToElavonMessageMapper",".add( request.merchantContext().merchant().supportedEMV3DSSchemes( i ) );","1084","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/MegaJsonToElavonMessageMapper.java","acqelavons2aservice"
"","EMPTY","MegaJsonToElavonMessageMapper","&& supportedEMV3DSSchemes.contains( Merchant.SupportedEMV3DSSchemes.AMEX_SAFEKEY_2 ) ||","1088","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/MegaJsonToElavonMessageMapper.java","acqelavons2aservice"
"","EMPTY","MegaJsonToElavonMessageMapper","&& supportedEMV3DSSchemes.contains( Merchant.SupportedEMV3DSSchemes.SECURECODE_2 )","1090","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/MegaJsonToElavonMessageMapper.java","acqelavons2aservice"
"","EMPTY","MegaJsonToElavonMessageMapper",".contains( Merchant.SupportedEMV3DSSchemes.VERIFIED_BY_VISA_2 ));","1093","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/MegaJsonToElavonMessageMapper.java","acqelavons2aservice"
"transaction.transactionsource","VALID","MegaJsonToElavonMessageMapper","if ( r.transaction().transactionSource() != CARD_PRESENT","1176","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/MegaJsonToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchant.categorycode","VALID","MegaJsonToElavonMessageMapper","&& r.merchantContext().merchant().categoryCode() != null","1177","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/MegaJsonToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchant.categorycode","VALID","MegaJsonToElavonMessageMapper","&& r.merchantContext().merchant().categoryCode().equals( ""6012"" ) ) {","1178","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/MegaJsonToElavonMessageMapper.java","acqelavons2aservice"
"transaction.purchasetype","VALID","MegaJsonToElavonMessageMapper","if ( (MegaJSONUtil.isVisa( r ) && r.transaction().purchaseType() != null","1179","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/MegaJsonToElavonMessageMapper.java","acqelavons2aservice"
"transaction.purchasetype","VALID","MegaJsonToElavonMessageMapper","&& r.transaction().purchaseType().equals( Transaction.PurchaseType.DEBT_REPAYMENT ))","1180","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/MegaJsonToElavonMessageMapper.java","acqelavons2aservice"
"transaction.paymentrecipientdateofbirth","VALID","MegaJsonToElavonMessageMapper","Transaction::paymentRecipientDateOfBirth,","1182","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/MegaJsonToElavonMessageMapper.java","acqelavons2aservice"
"transaction.paymentrecipientaccountidentifier","VALID","MegaJsonToElavonMessageMapper","Transaction::paymentRecipientAccountIdentifier,","1183","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/MegaJsonToElavonMessageMapper.java","acqelavons2aservice"
"transaction.paymentrecipientpostcodezip","VALID","MegaJsonToElavonMessageMapper","Transaction::paymentRecipientPostcodeZip,","1184","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/MegaJsonToElavonMessageMapper.java","acqelavons2aservice"
"transaction.paymentrecipientlastname","VALID","MegaJsonToElavonMessageMapper","Transaction::paymentRecipientLastName )) ) {","1185","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/MegaJsonToElavonMessageMapper.java","acqelavons2aservice"
"transaction.amount","VALID","MegaJsonToElavonMessageMapper",".ofNullable( t.transactionsForThisOrder( count - 1 ).transaction().amount() )","1198","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/MegaJsonToElavonMessageMapper.java","acqelavons2aservice"
"transactionresponse.responsecode","VALID","ElavonIncrementalSettlementRenderRequestHandler","LOG.info( ""Responding with "" + settlementResponse.transactionResponse().responseCode() );","81","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/settlement/ElavonIncrementalSettlementRenderRequestHandler.java","acqelavons2aservice"
"merchantcontext.acquirer.acquirerid","VALID","ElavonSettlementRenderRequestHandler",".equalsIgnoreCase( settlementRequest.merchantContext().acquirer().acquirerId() ) ) {","69","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/settlement/ElavonSettlementRenderRequestHandler.java","acqelavons2aservice"
"transactionresponse.responsecode","VALID","ElavonSettlementRenderRequestHandler","LOG.info( ""Responding with "" + settlementResponse.transactionResponse().responseCode() );","88","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/settlement/ElavonSettlementRenderRequestHandler.java","acqelavons2aservice"
"","EMPTY","ElavonMessageSanitizer","if ( pan.length() <= 4 ) {","35","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/util/ElavonMessageSanitizer.java","acqelavons2aservice"
"","EMPTY","ElavonMessageSanitizer","return StringUtils.repeat( ""x"", pan.length() );","36","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/util/ElavonMessageSanitizer.java","acqelavons2aservice"
"","EMPTY","ElavonMessageSanitizer","String last4 = pan.substring( pan.length() - 4 );","38","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/util/ElavonMessageSanitizer.java","acqelavons2aservice"
"","EMPTY","ElavonMessageSanitizer","if ( pan.length() <= 12 ) {","39","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/util/ElavonMessageSanitizer.java","acqelavons2aservice"
"","EMPTY","ElavonMessageSanitizer","return StringUtils.repeat( ""x"", pan.length() - 4 ) + last4;","40","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/util/ElavonMessageSanitizer.java","acqelavons2aservice"
"","EMPTY","ElavonMessageSanitizer","return pan.substring( 0, 6 ) + StringUtils.repeat( ""x"", pan.length() - 10 ) + last4;","42","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/util/ElavonMessageSanitizer.java","acqelavons2aservice"
"transaction.cardexpirydate","VALID","ElavonTestModeValidation",".equals( r.transaction().cardExpiryDate() )) )","42","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/validation/ElavonTestModeValidation.java","acqelavons2aservice"
"transaction.cardexpirydate","VALID","ElavonTestModeValidation",".equals( r.transaction().cardExpiryDate() ) ) {","47","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/validation/ElavonTestModeValidation.java","acqelavons2aservice"
"transaction.acquirertransactionid","VALID","AcquirerTxnIdValidationRule","if ( StringUtils.isNotBlank( transactionRequest.transaction().acquirerTransactionId() )","30","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/validation/rule/AcquirerTxnIdValidationRule.java","acqelavons2aservice"
"transaction.acquirertransactionid","VALID","AcquirerTxnIdValidationRule","&& (transactionRequest.transaction().acquirerTransactionId().length() > 30) ) {","31","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/validation/rule/AcquirerTxnIdValidationRule.java","acqelavons2aservice"
"transaction.acquirer.transactionid","NOT_IN_CONVENTIONS","AcquirerTxnIdValidationRule","""Unsupported request: The maximum length of transaction.acquirer.transactionId is 30 for this acquirer"" );","33","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/validation/rule/AcquirerTxnIdValidationRule.java","acqelavons2aservice"
"transaction.acquirertransactionid","VALID","AcquirerTxnIdValidationRule","else if ( StringUtils.isNotBlank( transactionRequest.transaction().acquirerTransactionId() ) ) {","36","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/validation/rule/AcquirerTxnIdValidationRule.java","acqelavons2aservice"
"transaction.acseci","VALID","CAVV_UCAFValidationRule","boolean isAcsECIPresent = StringUtils.isNotBlank( transactionRequest.transaction().acsECI() );","26","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/validation/rule/CAVV_UCAFValidationRule.java","acqelavons2aservice"
"transaction.authenticationtoken","VALID","CAVV_UCAFValidationRule",".isNotBlank( transactionRequest.transaction().authenticationToken() );","28","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/validation/rule/CAVV_UCAFValidationRule.java","acqelavons2aservice"
"transaction.merchanttransactionreference","VALID","MerchantTrxReferenceValidationRule","String transactionRef = trx.transaction().merchantTransactionReference();","23","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/validation/rule/MerchantTrxReferenceValidationRule.java","acqelavons2aservice"
"transaction.reference","NOT_IN_CONVENTIONS","MerchantTrxReferenceValidationRule","""Unsupported request: The maximum length of transaction.reference is 30 for this acquirer"" );","28","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/validation/rule/MerchantTrxReferenceValidationRule.java","acqelavons2aservice"
"transaction.associatedtransaction","NOT_IN_CONVENTIONS","VoidOrReversalValidationRule","import com.mastercard.gateway.acquiring.megajson.transactionrequest.transaction.AssociatedTransaction;","15","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/validation/rule/VoidOrReversalValidationRule.java","acqelavons2aservice"
"transaction.associatedtransaction","NOT_IN_CONVENTIONS","VoidOrReversalValidationRule","AssociatedTransaction at = transactionRequest.transaction().associatedTransaction();","35","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/validation/rule/VoidOrReversalValidationRule.java","acqelavons2aservice"
"transaction.ordercertainty","VALID","VoidOrReversalValidationRule","if ( transactionRequest.transaction().orderCertainty() == Transaction.OrderCertainty.FINAL ) {","36","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/acqElavonS2AService/src/main/java/com/mastercard/gateway/acquiring/elavon/validation/rule/VoidOrReversalValidationRule.java","acqelavons2aservice"
"transactionresponse.stan","VALID","ElavonResponseToTspiMapper","stan.ifPresent( result -> response.transactionResponse().stan( result ) );","54","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transactionresponse.responsecode","VALID","ElavonResponseToTspiMapper","response.transactionResponse().responseCode(","83","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transactionresponse.acquirerresponseadvice","VALID","ElavonResponseToTspiMapper","response.transactionResponse().acquirerResponseAdvice(","95","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transactionresponse.responsecode","VALID","ElavonResponseToTspiMapper","response.transactionResponse().responseCode( APPROVED );","104","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transactionresponse.stan","VALID","ElavonResponseToTspiMapper",".ifPresent( a -> response.transactionResponse().stan( a.getElavonStan() ) );","114","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transactionresponse.rrn","VALID","ElavonResponseToTspiMapper",".ifPresent( a -> response.transactionResponse().rrn( a.getElavonRrn() ) );","125","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transactionresponse.acquirerprocessingtime","VALID","ElavonResponseToTspiMapper",".ifPresent( d -> response.transactionResponse().acquirerProcessingTime(","151","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transactionresponse.acquirercscresponsecode","VALID","ElavonResponseToTspiMapper","cvvResult -> response.transactionResponse().acquirerCscResponseCode( cvvResult ) );","164","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transactionresponse.acquireravsresponsecode","VALID","ElavonResponseToTspiMapper","aavResult -> response.transactionResponse().acquirerAvsResponseCode( aavResult ) );","196","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transaction.cardtype","VALID","ElavonResponseToTspiMapper",".contains( i.getTransactionRequest().transaction().cardType() ) ) {","231","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transaction.cardtype","VALID","ElavonResponseToTspiMapper",".contains( i.getTransactionRequest().transaction().cardType() ) ) {","246","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transaction.cardtype","VALID","ElavonResponseToTspiMapper",".contains( i.getTransactionRequest().transaction().cardType() ) ) {","261","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transactionresponse.returnaci","VALID","ElavonResponseToTspiMapper","result -> response.transactionResponse().returnAci( result.substring( 0, 1 ) ) );","265","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transaction.cardtype","VALID","ElavonResponseToTspiMapper",".contains( i.getTransactionRequest().transaction().cardType() ) ) {","276","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transaction.cardtype","VALID","ElavonResponseToTspiMapper",".contains( i.getTransactionRequest().transaction().cardType() ) ) {","292","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/ElavonResponseToTspiMapper.java","acqelavons2aservice"
"merchant.submerchant","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","import com.mastercard.gateway.acquiring.megajson.transactionrequest.merchantcontext.merchant.SubMerchant;","66","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.associatedtransaction","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","import com.mastercard.gateway.acquiring.megajson.transactionrequest.transaction.AssociatedTransaction;","67","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.billingaddress","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","import com.mastercard.gateway.acquiring.megajson.transactionrequest.transaction.BillingAddress;","68","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.agreementdata.firsttransactionofagreement","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","import com.mastercard.gateway.acquiring.megajson.transactionrequest.transaction.agreementdata.FirstTransactionOfAgreement;","69","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.ordercertainty","VALID","TspiToElavonMessageMapper","if ( ESTIMATED == transactionContext.request().transaction().orderCertainty() ) {","88","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.cardnumber","VALID","TspiToElavonMessageMapper","elavonMessage.body().setPan( transactionContext.request().transaction().cardNumber() );","114","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.ordercertainty","VALID","TspiToElavonMessageMapper","if ( ESTIMATED == transactionContext.request().transaction().orderCertainty() ) {","127","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.ordercertainty","VALID","TspiToElavonMessageMapper","if ( ESTIMATED == transactionContext.request().transaction().orderCertainty() ) {","133","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.stan","VALID","TspiToElavonMessageMapper","String stan = Optional.ofNullable( transactionContext.request().transaction().stan() )","162","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.cardexpirydate","VALID","TspiToElavonMessageMapper","elavonMessage.body().setExpiry( transactionContext.request().transaction().cardExpiryDate() );","194","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.rrn","VALID","TspiToElavonMessageMapper","elavonMessage.body().setReferenceNumber( transactionContext.request().transaction().rrn() );","318","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/TspiToElavonMessageMapper.java","acqelavons2aservice"
"associatedtransaction.authorisationid","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","transactionContext.request().transaction().associatedTransaction().authorisationId() );","327","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.terminalid","VALID","TspiToElavonMessageMapper","elavonMessage.body().setTerminalId( transactionContext.request().transaction().terminalId() );","335","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchantacquirerrelationship","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","transactionContext.request().merchantContext().merchantAcquirerRelationship()","344","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchant","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","Merchant m = transactionContext.request().merchantContext().merchant();","353","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchant.id","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper",".hasAll( s -> m.subMerchant(), SubMerchant::id, SubMerchant::tradingName,","356","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchant.stateprovince","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","SubMerchant::stateProvince ) ) {","357","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/TspiToElavonMessageMapper.java","acqelavons2aservice"
"submerchant.street","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","Optional.ofNullable( m.subMerchant().street() ).orElse( """" ) );","360","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/TspiToElavonMessageMapper.java","acqelavons2aservice"
"submerchant.street2","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","if ( m.subMerchant().street2() != null ) {","361","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/TspiToElavonMessageMapper.java","acqelavons2aservice"
"submerchant.street2","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","street.append( "" "" + m.subMerchant().street2() );","362","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/TspiToElavonMessageMapper.java","acqelavons2aservice"
"submerchant.tradingname","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","StringUtils.trimToEmpty( m.subMerchant().tradingName() ),","366","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/TspiToElavonMessageMapper.java","acqelavons2aservice"
"submerchant.city","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","StringUtils.trimToEmpty( m.subMerchant().city() ),","367","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/TspiToElavonMessageMapper.java","acqelavons2aservice"
"submerchant.country","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","StringUtils.trimToEmpty( m.subMerchant().country() ),","368","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/TspiToElavonMessageMapper.java","acqelavons2aservice"
"submerchant.postcode","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","StringUtils.trimToEmpty( m.subMerchant().postCode() ),","370","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/TspiToElavonMessageMapper.java","acqelavons2aservice"
"submerchant.stateprovince","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","StringUtils.trimToEmpty( m.subMerchant().stateProvince() ) ) );","371","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchant.name","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper",".hasAll( merchant -> m, Merchant::name, Merchant::city ) ) {","374","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.associatedtransaction","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","AssociatedTransaction at = transactionContext.request().transaction().associatedTransaction();","396","/c/Users/e135408/IdeaProjects/MODERNIZATION/acqelavons2aservice/libmpgs-mapping-elavon/src/main/java/com/mastercard/gateway/acquiring/elavon/mapping/TspiToElavonMessageMapper.java","acqelavons2aservice"
