"FieldName","ClassName","ModelClass","LineContent","LineNo","FilePath","RepoName"
"transaction.currencyconversionv2payercurrency","ElavonSettlementValidator","Transaction",".isNotBlank( ctx.request().transaction().currencyConversionV2PayerCurrency() ) ) {","102","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.currencyconversionv2payercurrency","ElavonSettlementValidator","Transaction","Currency.getInstance( ctx.request().transaction().currencyConversionV2PayerCurrency() );","103","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.currencyconversionv2payercurrency","ElavonSettlementValidator","Transaction","+ ctx.request().transaction().currencyConversionV2PayerCurrency();","108","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"routingheader.action","ElavonSettlementValidator","RoutingHeader","RoutingHeader.Action action = ctx.request().routingHeader().action();","114","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.cardnumber","ElavonSettlementValidator","Transaction","if ( ctx.request().transaction().cardNumber() == null ) {","121","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.associatedtransaction.transactionreceipt","ElavonSettlementValidator","AssociatedTransaction",".ofNullable( ctx.request().transaction().associatedTransaction().transactionReceipt() )","129","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.merchanttransactionreference","ElavonSettlementValidator","Transaction","String trxRef = ctx.request().transaction().merchantTransactionReference();","138","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.associatedtransaction","ElavonSettlementValidator","Transaction","String assocTrxRef = ctx.request().transaction().associatedTransaction()","139","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.reference","ElavonSettlementValidator","Transaction","return ""Unsupported request: The maximum length of transaction.reference is ""","144","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.acquirertransactionid","ElavonSettlementValidator","Transaction","if ( StringUtils.isNotBlank( ctx.request().transaction().acquirerTransactionId() )","166","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.acquirertransactionid.length","ElavonSettlementValidator","Transaction","&& (ctx.request().transaction().acquirerTransactionId().length() > TRXREF_LENGTH) ) {","167","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.acquirer.transactionid","ElavonSettlementValidator","Acquirer","return ""Unsupported request: The maximum length of transaction.acquirer.transactionId is ""","168","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.financialnetworkdate","ElavonSettlementValidator","Transaction","&& isEmpty( ctx.request().transaction().financialNetworkDate() ) ) {","188","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.transactionid","ElavonSettlementValidator","Transaction","if ( isEmpty( ctx.request().transaction().transactionId() ) ) {","201","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.financialnetworktransactionid","ElavonSettlementValidator","Transaction","&& isEmpty( ctx.request().transaction().financialNetworkTransactionId() ) ) {","215","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.associatedtransaction.returnaci","ElavonSettlementValidator","AssociatedTransaction","ctx.request().transaction().associatedTransaction().returnAci(), ""Visa"" );","238","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.acquirercscresponsecode","ElavonSettlementValidator","Transaction","if ( isNotEmpty( ctx.request().transaction().acquirerCscResponseCode() )","250","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.acquirercscresponsecode","ElavonSettlementValidator","Transaction",".contains( ctx.request().transaction().acquirerCscResponseCode() ) ) {","252","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.acquirercscresponsecode","ElavonSettlementValidator","Transaction","ctx.request().transaction().acquirerCscResponseCode(), ""Visa"" );","254","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline","ElavonSettlementValidator","Transaction","Airline airline = ctx.request().transaction().airline();","266","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline","ElavonSettlementValidator","Airline","String firstName = airline.passengers( 0 ).firstName();","267","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline","ElavonSettlementValidator","Transaction","Airline airline = ctx.request().transaction().airline();","278","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline","ElavonSettlementValidator","Airline","String lastName = airline.passengers( 0 ).lastName();","279","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline","ElavonSettlementValidator","Transaction","Airline airline = ctx.request().transaction().airline();","291","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.itinerary","ElavonSettlementValidator","Itinerary","String departureAirport = airline.itinerary().legs( 0 ).departureAirport();","292","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline","ElavonSettlementValidator","Transaction","Airline airline = ctx.request().transaction().airline();","304","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.ticket.issue.carriercode","ElavonSettlementValidator","Issue","String carrierCode = airline.ticket().issue().carrierCode();","305","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.ticket.issue.carrieraccountingcode","ElavonSettlementValidator","Issue","String carrierAccountingCode = airline.ticket().issue().carrierAccountingCode();","306","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline","ElavonSettlementValidator","Transaction","Airline airline = ctx.request().transaction().airline();","323","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.itinerary","ElavonSettlementValidator","Itinerary","String carrierCode = airline.itinerary().legs( 0 ).carrierCode();","324","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.itinerary","ElavonSettlementValidator","Itinerary","String carrierAccountingCode = airline.itinerary().legs( 0 ).carrierAccountingCode();","325","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline","ElavonSettlementValidator","Transaction","Airline airline = ctx.request().transaction().airline();","342","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.itinerary","ElavonSettlementValidator","Itinerary","String fareBasis = airline.itinerary().legs( 0 ).fareBasis();","343","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline","ElavonSettlementValidator","Transaction","Airline airline = ctx.request().transaction().airline();","354","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.itinerary","ElavonSettlementValidator","Itinerary","String departureDate = airline.itinerary().legs( 0 ).departureDate();","355","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline","ElavonSettlementValidator","Transaction","Airline airline = ctx.request().transaction().airline();","366","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.ticket.totalfare","ElavonSettlementValidator","Ticket","BigDecimal totalFare = airline.ticket().totalFare();","367","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline","ElavonSettlementValidator","Transaction","Airline.TransactionType transactionType = ctx.request().transaction().airline()","378","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.transactiontype","ElavonSettlementValidator","Airline","else if ( transactionType == Airline.TransactionType.TOUR_ORDER","383","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.transactiontype","ElavonSettlementValidator","Airline","|| transactionType == Airline.TransactionType.REVERSAL ) {","384","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.bookingreference","ElavonSettlementValidator","Airline","String bookingReference = ctx.request().transaction().airline().bookingReference();","395","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","ElavonSettlementValidator","Itinerary","String travelClass = ctx.request().transaction().airline().itinerary().legs( 0 )","407","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","ElavonSettlementValidator","Itinerary","String classOfService = ctx.request().transaction().airline().itinerary().legs( leg )","421","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","ElavonSettlementValidator","Itinerary","String departureDate = ctx.request().transaction().airline().itinerary().legs( 0 )","435","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.meta.synthetic","ElavonSettlementValidator","Airline","return !ctx.request().transaction().airline().meta.synthetic();","449","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"routingheader.action","ElavonSettlementValidator","RoutingHeader","RoutingHeader.Action action = transactionRequest.routingHeader().action();","458","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.transactiontype","ElavonSettlementValidator","TransactionRequest","Transaction.TransactionType transactionType = transactionRequest.transaction()","459","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"routingheader.action.capture","ElavonSettlementValidator","RoutingHeader","return action == RoutingHeader.Action.CAPTURE","461","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.transactiontype.capture","ElavonSettlementValidator","Transaction","|| transactionType == Transaction.TransactionType.CAPTURE;","462","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"routingheader.action","ElavonSettlementValidator","RoutingHeader","RoutingHeader.Action action = transactionRequest.routingHeader().action();","466","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.transactiontype","ElavonSettlementValidator","TransactionRequest","Transaction.TransactionType transactionType = transactionRequest.transaction()","467","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"routingheader.action.payment","ElavonSettlementValidator","RoutingHeader","return action == RoutingHeader.Action.PAYMENT","469","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.transactiontype.payment","ElavonSettlementValidator","Transaction","|| transactionType == Transaction.TransactionType.PAYMENT;","470","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"routingheader.action","ElavonSettlementValidator","RoutingHeader","RoutingHeader.Action action = transactionRequest.routingHeader().action();","474","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.transactiontype","ElavonSettlementValidator","TransactionRequest","Transaction.TransactionType transactionType = transactionRequest.transaction()","475","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"routingheader.action.refund","ElavonSettlementValidator","RoutingHeader","return action == RoutingHeader.Action.REFUND","477","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.transactiontype.refund","ElavonSettlementValidator","Transaction","|| transactionType == Transaction.TransactionType.REFUND;","478","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.associatedtransaction.returnaci","ElavonSettlementValidator","AssociatedTransaction","String returnAci = transactionRequest.transaction().associatedTransaction().returnAci();","482","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.meta.synthetic","ElavonSettleTransactionContext","Airline","&& !request().transaction().airline().meta.synthetic();","126","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.transactiontype","ElavonSettleTransactionContext","Transaction","final Transaction.TransactionType txnType = request().transaction().transactionType();","136","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.transactionid","ElavonSettleTransactionContext","Transaction","+ request().transaction().transactionId() + "" "" + txnType );","147","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.transactiontype.capture","ElavonSettleTransactionContext","Transaction","if ( request().transaction().transactionType() == Transaction.TransactionType.CAPTURE","156","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.transactiontype.refund","ElavonSettleTransactionContext","Transaction","|| request().transaction().transactionType() == Transaction.TransactionType.REFUND ) {","157","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.transactiondate","ElavonSettleTransactionContext","Transaction","temporalAccessor = UTC_PARSER.parse( request().transaction().transactionDate() );","159","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.orderdate","ElavonSettleTransactionContext","Transaction","temporalAccessor = UTC_PARSER.parse( request().transaction().orderDate() );","162","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.orderdate","ElavonSettleTransactionContext","Transaction","TemporalAccessor temporalAccessor = UTC_PARSER.parse( request().transaction().orderDate() );","169","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.cardexpirydate","ElavonSettleTransactionContext","Transaction","if ( StringUtils.isNotEmpty( request().transaction().cardExpiryDate() ) ) {","183","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.cardexpirydate.substring","ElavonSettleTransactionContext","Transaction","return request().transaction().cardExpiryDate().substring( 2, 4 )","185","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.cardexpirydate.substring","ElavonSettleTransactionContext","Transaction","+ request().transaction().cardExpiryDate().substring( 0, 2 );","186","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.transactionsource","ElavonSettleTransactionContext","Transaction","Transaction.TransactionSource source = this.request().transaction().transactionSource();","352","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.is_standing_authorization_transaction","ElavonSettleTransactionContext","Transaction","if ( ElavonPredicates.IS_STANDING_AUTHORIZATION_TRANSACTION.identityPredicate()","354","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.transactionsource","ElavonSettleTransactionContext","Transaction","EnumSet<Transaction.TransactionSource> transactionSources = EnumSet.of( TELEPHONE_ORDER,","361","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.transactionfrequency","ElavonSettleTransactionContext","Transaction",".contains( request().transaction().transactionFrequency() ) ) {","370","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.authenticationversion","ElavonSettleTransactionContext","Transaction","final Map<Transaction.AuthenticationVersion, String> threeDSVersionNumberMapping = new HashMap<>();","378","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.authenticationversion.threeds1","ElavonSettleTransactionContext","Transaction","threeDSVersionNumberMapping.put( Transaction.AuthenticationVersion.threeDS1, ""1"" );","379","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.authenticationversion.threeds2","ElavonSettleTransactionContext","Transaction","threeDSVersionNumberMapping.put( Transaction.AuthenticationVersion.threeDS2, ""2"" );","380","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.authenticationversion","ElavonSettleTransactionContext","Transaction",".get( this.request().transaction().authenticationVersion() ) )","384","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"merchantcontext.acquirer.acquirercustomfields","ElavonSettleTransactionContext","AcquirerCustomFields",".merchantAcquirerRelationship().merchantAcquirerCustomFields().customRules() )","415","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.purchasetype.debt_repayment","ElavonSettleTransactionContext","Transaction","&& request().transaction().purchaseType() == Transaction.PurchaseType.DEBT_REPAYMENT ) {","429","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.transactionsforthisorder","ElavonSettleTransactionContext","Transaction","IntPredicate authUpdatePredicate = i -> request.transaction().transactionsForThisOrder( i )","437","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.transactiontype.authorization_update","ElavonSettleTransactionContext","Transaction",".transaction().transactionType() == Transaction.TransactionType.AUTHORIZATION_UPDATE;","438","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.transactionsforthisordercount","ElavonSettleTransactionContext","Transaction",".limit( request.transaction().transactionsForThisOrderCount() )","441","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
