"FieldName","ClassName","ModelClass","LineContent","LineNo","FilePath","RepoName"
"transaction.paymentrecipientpostcodezip","MegaJsonToElavonMessageMapper","Transaction","Transaction::paymentRecipientPostcodeZip,","1184","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\MegaJsonToElavonMessageMapper.java","acqelavons2aservice"
"transaction.paymentrecipientlastname","MegaJsonToElavonMessageMapper","Transaction","Transaction::paymentRecipientLastName )) ) {","1185","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\MegaJsonToElavonMessageMapper.java","acqelavons2aservice"
"transaction.amount","MegaJsonToElavonMessageMapper","Transaction",".ofNullable( t.transactionsForThisOrder( count - 1 ).transaction().amount() )","1198","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\MegaJsonToElavonMessageMapper.java","acqelavons2aservice"
"transactionresponse.responsecode","ElavonIncrementalSettlementRenderRequestHandler","TransactionResponse","LOG.info( ""Responding with "" + settlementResponse.transactionResponse().responseCode() );","81","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\settlement\ElavonIncrementalSettlementRenderRequestHandler.java","acqelavons2aservice"
"settlement.settlementrequest.submission.acquirerid","ElavonSettlementRenderRequestHandler","Submission","if ( ""ELAVON_DINERS_US_S2A"".equalsIgnoreCase( settlementRequest.submission().acquirerId() ) ||","67","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\settlement\ElavonSettlementRenderRequestHandler.java","acqelavons2aservice"
"merchantcontext.acquirer.acquirerid","ElavonSettlementRenderRequestHandler","Acquirer",".equalsIgnoreCase( settlementRequest.merchantContext().acquirer().acquirerId() ) ) {","69","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\settlement\ElavonSettlementRenderRequestHandler.java","acqelavons2aservice"
"transactionresponse.responsecode","ElavonSettlementRenderRequestHandler","TransactionResponse","LOG.info( ""Responding with "" + settlementResponse.transactionResponse().responseCode() );","88","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\settlement\ElavonSettlementRenderRequestHandler.java","acqelavons2aservice"
"transaction.pan","ElavonMessageSanitizer","PAN","if ( pan.length() <= 4 ) {","35","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\util\ElavonMessageSanitizer.java","acqelavons2aservice"
"transaction.pan","ElavonMessageSanitizer","PAN","return StringUtils.repeat( ""x"", pan.length() );","36","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\util\ElavonMessageSanitizer.java","acqelavons2aservice"
"transaction.pan","ElavonMessageSanitizer","PAN","String last4 = pan.substring( pan.length() - 4 );","38","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\util\ElavonMessageSanitizer.java","acqelavons2aservice"
"transaction.pan","ElavonMessageSanitizer","PAN","if ( pan.length() <= 12 ) {","39","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\util\ElavonMessageSanitizer.java","acqelavons2aservice"
"transaction.pan","ElavonMessageSanitizer","PAN","return StringUtils.repeat( ""x"", pan.length() - 4 ) + last4;","40","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\util\ElavonMessageSanitizer.java","acqelavons2aservice"
"transaction.pan","ElavonMessageSanitizer","PAN","return pan.substring( 0, 6 ) + StringUtils.repeat( ""x"", pan.length() - 10 ) + last4;","42","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\util\ElavonMessageSanitizer.java","acqelavons2aservice"
"transaction.cardexpirydate","ElavonTestModeValidation","Transaction",".equals( r.transaction().cardExpiryDate() )) )","42","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\validation\ElavonTestModeValidation.java","acqelavons2aservice"
"transaction.cardexpirydate","ElavonTestModeValidation","Transaction",".equals( r.transaction().cardExpiryDate() ) ) {","47","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\validation\ElavonTestModeValidation.java","acqelavons2aservice"
"transaction.acquirertransactionid","AcquirerTxnIdValidationRule","Transaction","if ( StringUtils.isNotBlank( transactionRequest.transaction().acquirerTransactionId() )","30","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\validation\rule\AcquirerTxnIdValidationRule.java","acqelavons2aservice"
"transaction.acquirertransactionid.length","AcquirerTxnIdValidationRule","Transaction","&& (transactionRequest.transaction().acquirerTransactionId().length() > 30) ) {","31","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\validation\rule\AcquirerTxnIdValidationRule.java","acqelavons2aservice"
"transaction.acquirer.transactionid","AcquirerTxnIdValidationRule","Acquirer","""Unsupported request: The maximum length of transaction.acquirer.transactionId is 30 for this acquirer"" );","33","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\validation\rule\AcquirerTxnIdValidationRule.java","acqelavons2aservice"
"transaction.acquirertransactionid","AcquirerTxnIdValidationRule","Transaction","else if ( StringUtils.isNotBlank( transactionRequest.transaction().acquirerTransactionId() ) ) {","36","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\validation\rule\AcquirerTxnIdValidationRule.java","acqelavons2aservice"
"transaction.acseci","CAVV_UCAFValidationRule","Transaction","boolean isAcsECIPresent = StringUtils.isNotBlank( transactionRequest.transaction().acsECI() );","26","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\validation\rule\CAVV_UCAFValidationRule.java","acqelavons2aservice"
"transaction.authenticationtoken","CAVV_UCAFValidationRule","Transaction",".isNotBlank( transactionRequest.transaction().authenticationToken() );","28","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\validation\rule\CAVV_UCAFValidationRule.java","acqelavons2aservice"
"transaction","MerchantPaymentGatewayIDRule","TransactionRequest","String merchantPaymentGatewayID = transactionRequest.transaction()","23","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\validation\rule\MerchantPaymentGatewayIDRule.java","acqelavons2aservice"
"transaction.merchanttransactionreference","MerchantTrxReferenceValidationRule","Transaction","String transactionRef = trx.transaction().merchantTransactionReference();","23","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\validation\rule\MerchantTrxReferenceValidationRule.java","acqelavons2aservice"
"transaction.reference","MerchantTrxReferenceValidationRule","Transaction","""Unsupported request: The maximum length of transaction.reference is 30 for this acquirer"" );","28","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\validation\rule\MerchantTrxReferenceValidationRule.java","acqelavons2aservice"
"transaction","Recurring3DSValidationRule","TransactionRequest","Transaction txn = transactionRequest.transaction();","22","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\validation\rule\Recurring3DSValidationRule.java","acqelavons2aservice"
"transaction.associatedtransaction","VoidOrReversalValidationRule","Transaction","AssociatedTransaction at = transactionRequest.transaction().associatedTransaction();","35","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\validation\rule\VoidOrReversalValidationRule.java","acqelavons2aservice"
"transaction.ordercertainty.final","VoidOrReversalValidationRule","Transaction","if ( transactionRequest.transaction().orderCertainty() == Transaction.OrderCertainty.FINAL ) {","36","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\validation\rule\VoidOrReversalValidationRule.java","acqelavons2aservice"
"transaction","VoidOrReversalValidationRule","TransactionRequest","else if ( transactionRequest.transaction()","45","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\validation\rule\VoidOrReversalValidationRule.java","acqelavons2aservice"
"transaction.ordercertainty.estimated","VoidOrReversalValidationRule","Transaction",".orderCertainty() == Transaction.OrderCertainty.ESTIMATED ) {","46","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\validation\rule\VoidOrReversalValidationRule.java","acqelavons2aservice"
"","ElavonResponseConverter","TransactionResponse",".fromIso( requestResponse.getTransactionResponse().getMessage() );","50","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\converter\ElavonResponseConverter.java","acqelavons2aservice"
"transactionresponse.stan","ElavonResponseToTspiMapper","TransactionResponse","stan.ifPresent( result -> response.transactionResponse().stan( result ) );","54","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transactionresponse.responsecode","ElavonResponseToTspiMapper","TransactionResponse","response.transactionResponse().responseCode(","83","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transactionresponse.acquirerresponseadvice","ElavonResponseToTspiMapper","TransactionResponse","response.transactionResponse().acquirerResponseAdvice(","95","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transactionresponse.responsecode","ElavonResponseToTspiMapper","TransactionResponse","response.transactionResponse().responseCode( APPROVED );","104","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transactionresponse.stan","ElavonResponseToTspiMapper","TransactionResponse",".ifPresent( a -> response.transactionResponse().stan( a.getElavonStan() ) );","114","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transactionresponse.rrn","ElavonResponseToTspiMapper","TransactionResponse",".ifPresent( a -> response.transactionResponse().rrn( a.getElavonRrn() ) );","125","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transactionresponse.acquirerprocessingtime","ElavonResponseToTspiMapper","TransactionResponse",".ifPresent( d -> response.transactionResponse().acquirerProcessingTime(","151","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transactionresponse.acquirercscresponsecode","ElavonResponseToTspiMapper","TransactionResponse","cvvResult -> response.transactionResponse().acquirerCscResponseCode( cvvResult ) );","164","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transactionresponse.acquireravsresponsecode","ElavonResponseToTspiMapper","TransactionResponse","aavResult -> response.transactionResponse().acquirerAvsResponseCode( aavResult ) );","196","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transaction.cardtype.mc","ElavonResponseToTspiMapper","Transaction","&& EnumSet.of( Transaction.CardType.MC, Transaction.CardType.MS )","230","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transaction.cardtype","ElavonResponseToTspiMapper","Transaction",".contains( i.getTransactionRequest().transaction().cardType() ) ) {","231","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transaction.cardtype.dc","ElavonResponseToTspiMapper","Transaction","&& EnumSet.of( Transaction.CardType.DC, Transaction.CardType.DS )","245","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transaction.cardtype","ElavonResponseToTspiMapper","Transaction",".contains( i.getTransactionRequest().transaction().cardType() ) ) {","246","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transaction.cardtype.vc","ElavonResponseToTspiMapper","Transaction","&& EnumSet.of( Transaction.CardType.VC, Transaction.CardType.VD )","260","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transaction.cardtype","ElavonResponseToTspiMapper","Transaction",".contains( i.getTransactionRequest().transaction().cardType() ) ) {","261","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transactionresponse.returnaci","ElavonResponseToTspiMapper","TransactionResponse","result -> response.transactionResponse().returnAci( result.substring( 0, 1 ) ) );","265","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transaction.cardtype.vc","ElavonResponseToTspiMapper","Transaction","&& EnumSet.of( Transaction.CardType.VC, Transaction.CardType.VD )","275","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transaction.cardtype","ElavonResponseToTspiMapper","Transaction",".contains( i.getTransactionRequest().transaction().cardType() ) ) {","276","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transaction.cardtype.vc","ElavonResponseToTspiMapper","Transaction","&& EnumSet.of( Transaction.CardType.VC, Transaction.CardType.VD )","291","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transaction.cardtype","ElavonResponseToTspiMapper","Transaction",".contains( i.getTransactionRequest().transaction().cardType() ) ) {","292","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transaction.ordercertainty","TspiToElavonMessageMapper","Transaction","if ( ESTIMATED == transactionContext.request().transaction().orderCertainty() ) {","88","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.cardnumber","TspiToElavonMessageMapper","Transaction","elavonMessage.body().setPan( transactionContext.request().transaction().cardNumber() );","114","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.ordercertainty","TspiToElavonMessageMapper","Transaction","if ( ESTIMATED == transactionContext.request().transaction().orderCertainty() ) {","127","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.ordercertainty","TspiToElavonMessageMapper","Transaction","if ( ESTIMATED == transactionContext.request().transaction().orderCertainty() ) {","133","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.stan","TspiToElavonMessageMapper","Transaction","String stan = Optional.ofNullable( transactionContext.request().transaction().stan() )","162","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.cardexpirydate","TspiToElavonMessageMapper","Transaction","elavonMessage.body().setExpiry( transactionContext.request().transaction().cardExpiryDate() );","194","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.walletprovider.android_pay","TspiToElavonMessageMapper","Transaction",".of( Transaction.WalletProvider.APPLE_PAY, Transaction.WalletProvider.ANDROID_PAY )","225","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.rrn","TspiToElavonMessageMapper","Transaction","elavonMessage.body().setReferenceNumber( transactionContext.request().transaction().rrn() );","318","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.associatedtransaction.authorisationid","TspiToElavonMessageMapper","AssociatedTransaction","transactionContext.request().transaction().associatedTransaction().authorisationId() );","327","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.terminalid","TspiToElavonMessageMapper","Transaction","elavonMessage.body().setTerminalId( transactionContext.request().transaction().terminalId() );","335","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchantacquirerrelationship","TspiToElavonMessageMapper","MerchantContext","transactionContext.request().merchantContext().merchantAcquirerRelationship()","344","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchant","TspiToElavonMessageMapper","MerchantContext","Merchant m = transactionContext.request().merchantContext().merchant();","353","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchant.id","TspiToElavonMessageMapper","Merchant",".hasAll( s -> m.subMerchant(), SubMerchant::id, SubMerchant::tradingName,","356","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchant.stateprovince","TspiToElavonMessageMapper","Merchant","SubMerchant::stateProvince ) ) {","357","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchant.submerchant","TspiToElavonMessageMapper","Merchant","Optional.ofNullable( m.subMerchant().street() ).orElse( """" ) );","360","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchant.street2","TspiToElavonMessageMapper","Merchant","if ( m.subMerchant().street2() != null ) {","361","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchant.street2","TspiToElavonMessageMapper","Merchant","street.append( "" "" + m.subMerchant().street2() );","362","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchant.submerchant","TspiToElavonMessageMapper","Merchant","StringUtils.trimToEmpty( m.subMerchant().tradingName() ),","366","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchant.city","TspiToElavonMessageMapper","Merchant","StringUtils.trimToEmpty( m.subMerchant().city() ),","367","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchant.submerchant","TspiToElavonMessageMapper","Merchant","StringUtils.trimToEmpty( m.subMerchant().country() ),","368","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchant.postcode","TspiToElavonMessageMapper","Merchant","StringUtils.trimToEmpty( m.subMerchant().postCode() ),","370","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchant.submerchant","TspiToElavonMessageMapper","Merchant","StringUtils.trimToEmpty( m.subMerchant().stateProvince() ) ) );","371","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchant.name","TspiToElavonMessageMapper","Merchant",".hasAll( merchant -> m, Merchant::name, Merchant::city ) ) {","374","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.associatedtransaction","TspiToElavonMessageMapper","Transaction","AssociatedTransaction at = transactionContext.request().transaction().associatedTransaction();","396","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"routingheader.actiontype.reversal","TspiToElavonMessageMapper","RoutingHeader",".actionType() != RoutingHeader.ActionType.REVERSAL &&","402","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.ordercertainty","TspiToElavonMessageMapper","Transaction","transactionContext.request().transaction().orderCertainty() != ESTIMATED ) {","403","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.currencycode","TspiToElavonMessageMapper","Transaction","String code = transactionContext.request().transaction().currencyCode();","424","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.billingaddress.postcode","TspiToElavonMessageMapper","BillingAddress","addressVerificationData.setPostcode( t.billingAddress().postcode() );","458","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.billingaddress.street","TspiToElavonMessageMapper","BillingAddress","joinFields( "" "", t.billingAddress(), BillingAddress::street, BillingAddress::city,","460","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.billingaddress.state","TspiToElavonMessageMapper","BillingAddress","BillingAddress::state ) );","461","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
